constit,counts_apr20,counts_aug20,counts_dec20,counts_feb21,counts_jan21,counts_jul20,counts_jun20,counts_mar20,counts_mar21,counts_may20,counts_nov20,counts_oct20,counts_sep20,population,mp,party,md_mar20,md_apr20,md_may20,md_jun20,md_jul20,md_aug20,md_sep20,md_oct20,md_nov20,md_dec20,md_jan21,md_feb21,md_mar21
Feltham and Heston,1883,1291,1299,1235,1302,1269,1967,1902,1177,2031,1289,1318,1332,125418,Seema Malhotra,Labour (Co-op),1.516528726,1.501379371,1.619384766,1.568355441,1.011816502,1.029357791,1.062048554,1.050885797,1.027763128,1.035736442,1.038128495,0.984707117,0.938461781
Filton and Bradley Stoke,1062,826,829,750,819,815,1110,1080,714,1159,813,818,832,92711,Jack Lopresti,Conservative,1.164910316,1.145495176,1.250121355,1.197268963,0.879075825,0.890940666,0.89741236,0.882311702,0.876918614,0.894176543,0.883390307,0.808965504,0.770135164
Finchley and Golders Green,4625,3302,3408,3244,3448,3218,4788,4634,3207,4948,3379,3390,3351,120491,Mike Freer,Conservative,3.845930338,3.838460922,4.106530666,3.973740816,2.670738935,2.74045372,2.781120539,2.813488245,2.804358721,2.828427076,2.861624479,2.692317247,2.66160965
Folkestone and Hythe,1140,843,845,791,837,829,1203,1148,765,1224,843,841,847,113045,Damian Collins,Conservative,1.015524745,1.008448005,1.082754612,1.06417799,0.73333627,0.745720744,0.749259174,0.743951499,0.745720744,0.747489929,0.740413129,0.699721336,0.676721632
Forest of Dean,731,498,516,470,506,508,745,729,451,780,512,508,516,86160,Mr Mark Harper,Conservative,0.846100271,0.848421514,0.905292451,0.864670396,0.589600742,0.577994406,0.598885775,0.589600742,0.594243288,0.598885775,0.587279499,0.545496762,0.523444772
Fylde,908,685,717,635,722,679,964,893,633,1012,701,712,723,82018,Mark Menzies,Conservative,1.08878541,1.107074022,1.233875513,1.175351739,0.827867031,0.835182548,0.881513834,0.868102133,0.854690433,0.874198318,0.880294561,0.774220288,0.771781802
Gainsborough,658,504,485,443,485,506,694,630,432,710,477,491,494,91699,Sir Edward Leigh,Conservative,0.687030375,0.71756506,0.774272323,0.756823957,0.551805377,0.549624324,0.538719058,0.535447478,0.520180166,0.528904378,0.528904378,0.483102322,0.471106559
Garston and Halewood,900,730,695,692,693,723,949,871,675,965,698,734,729,97891,Maria Eagle,Labour,0.889765143,0.919389963,0.985790312,0.969445586,0.738576591,0.74572742,0.744705856,0.749813557,0.713037968,0.709973335,0.707930267,0.706908703,0.689542472
Gateshead,665,485,521,421,518,496,684,681,397,718,500,496,493,94777,Ian Mearns,Labour,0.718528748,0.701647043,0.757567763,0.721694052,0.523333728,0.511727512,0.520168424,0.523333728,0.527554154,0.549711406,0.546546102,0.444200605,0.418877989
Gedling,742,599,603,574,605,597,796,755,558,815,614,621,612,92711,Tom Randall,Conservative,0.814358592,0.80033654,0.879075825,0.85858202,0.643936515,0.646093786,0.660115838,0.669823408,0.662273109,0.650408268,0.652565479,0.619128287,0.601870358
Gillingham and Rainham,841,632,676,611,685,659,924,807,606,942,691,663,659,98806,Rehman Chishti,Conservative,0.816752017,0.85116291,0.953383386,0.935165882,0.666963518,0.639637291,0.666963518,0.671011865,0.699350238,0.684168994,0.693277717,0.618383527,0.613323092
Glasgow Central,2380,1774,1815,1685,1804,1741,2740,2431,1635,2508,1821,1799,1807,90893,Alison Thewliss,Scottish National Party,2.674573421,2.618463516,2.759288311,3.01453352,1.91543901,1.95174551,1.988051891,1.979250312,2.003454685,1.996853471,1.984751344,1.853828073,1.79881835
Glasgow East,422,316,337,314,346,305,435,420,296,450,320,335,337,87294,David Linden,Scottish National Party,0.481132716,0.483423829,0.515499353,0.49831605,0.349393994,0.361995101,0.386051744,0.383760631,0.366577327,0.386051744,0.396361709,0.359703988,0.339084029
Glasgow North,978,746,767,715,767,738,1011,988,697,1039,758,763,775,71525,Patrick Grady,Scottish National Party,1.381335139,1.367354035,1.452638984,1.413491845,1.031807065,1.042991996,1.083537221,1.066759825,1.059769273,1.07235229,1.07235229,0.999650478,0.974484444
Glasgow North East,513,339,374,335,363,336,514,515,334,540,365,358,351,85861,Anne McLaughlin,Scottish National Party,0.599806666,0.597477317,0.628923476,0.598641992,0.391330183,0.394824207,0.408800274,0.416952968,0.425105691,0.435587764,0.422776341,0.390165508,0.389000833
Glasgow North West,648,530,532,481,505,527,688,650,471,701,525,535,539,85861,Carol Monaghan,Scottish National Party,0.75703752,0.754708171,0.816435874,0.801295102,0.613782763,0.617276788,0.627758801,0.623100102,0.611453414,0.619606137,0.588159919,0.560207784,0.548561037
Glasgow South,748,550,571,530,561,537,774,757,523,812,560,564,560,87979,Stewart Malcolm McDonald,Scottish National Party,0.860432625,0.850202918,0.922947526,0.879755378,0.610372901,0.62514919,0.636515558,0.641062081,0.636515558,0.649018526,0.637652159,0.602416515,0.59446007
Glasgow South West,668,552,568,463,569,543,717,600,432,732,558,551,551,84003,Chris Stephens,Scottish National Party,0.714260221,0.795209706,0.871397436,0.853540957,0.646405458,0.657119393,0.655928969,0.655928969,0.664261997,0.676166356,0.67735678,0.551170766,0.514267325
Glenrothes,362,239,250,224,239,232,376,361,212,395,243,245,241,89310,Peter Grant,Scottish National Party,0.404210061,0.405329764,0.442279696,0.421005487,0.25976935,0.267607212,0.269846588,0.274325371,0.272085994,0.279923856,0.267607212,0.250811785,0.237375438
Gloucester,863,644,659,605,660,659,916,865,584,969,652,642,633,112121,Richard Graham,Conservative,0.771487951,0.769704163,0.864244878,0.816974521,0.587757885,0.574379444,0.564568639,0.572595656,0.581514597,0.587757885,0.58864975,0.539595604,0.520865858
Gordon,739,507,501,470,500,515,769,735,446,805,502,501,505,100221,Richard Thomson,Scottish National Party,0.733379245,0.737370431,0.803224862,0.767304242,0.513864338,0.505882025,0.503886402,0.499895245,0.500892997,0.499895245,0.498897433,0.468963593,0.445016503
Gosport,644,485,460,456,467,484,674,669,457,704,473,483,480,96699,Caroline Dinenage,Conservative,0.691837549,0.665984154,0.728032351,0.697008252,0.500522256,0.501556396,0.496385694,0.499488115,0.489146739,0.475702941,0.482941926,0.471566409,0.472600549
Gower,601,456,467,426,457,456,634,602,412,657,475,485,488,77834,Tonia Antoniazzi,Labour,0.773440897,0.772156119,0.844104111,0.814554036,0.585862219,0.585862219,0.626975358,0.623121023,0.610273123,0.599994838,0.587146997,0.547318637,0.529331684
Grantham and Stamford,1083,815,796,761,798,815,1129,1078,724,1160,787,800,803,104468,Gareth Davies,Conservative,1.031894922,1.036681056,1.110387921,1.080713749,0.780143201,0.780143201,0.768656433,0.76578474,0.753340721,0.761955798,0.763870299,0.728452742,0.693035185
Gravesham,1025,777,805,756,791,750,1072,1043,741,1125,796,784,791,101704,Adam Holloway,Conservative,1.025525093,1.007826686,1.106151223,1.054039121,0.737434149,0.76398176,0.777747214,0.770864487,0.782663405,0.791512609,0.777747214,0.743333578,0.728584886
Great Grimsby,351,263,245,226,246,262,356,341,217,380,250,259,262,88243,Lia Nici,Conservative,0.386432916,0.397765249,0.430629045,0.403431445,0.296907395,0.298040628,0.296907395,0.293507695,0.283308595,0.277642429,0.278775662,0.256110966,0.245911852
Great Yarmouth,554,399,392,357,382,399,585,542,342,608,411,414,410,97289,Brandon Lewis,Conservative,0.557103038,0.569437444,0.624942183,0.601301253,0.410118312,0.410118312,0.421424836,0.425536275,0.422452688,0.402923256,0.392644584,0.366947949,0.351529986
Greenwich and Woolwich,3029,2146,2198,2058,2155,2157,3145,3076,1992,3264,2196,2211,2210,112546,Matthew Pennycook,Labour,2.733104706,2.691344023,2.900147438,2.794412851,1.916549683,1.906775951,1.963641524,1.96453011,1.951202154,1.952979207,1.91477263,1.828585625,1.769942999
Guildford,2219,1550,1597,1448,1594,1552,2283,2251,1391,2354,1597,1596,1579,105802,Angela Richardson,Conservative,2.127558947,2.097313881,2.224910736,2.157804251,1.466890931,1.465000629,1.492410302,1.508478045,1.509423256,1.509423256,1.506587744,1.36859417,1.314719915
Hackney North and Stoke Newington,4013,3042,3052,2875,3047,3038,4198,4052,2773,4306,3005,3029,3070,128277,Ms Diane Abbott,Labour,3.158789158,3.128386259,3.356798172,3.272605419,2.368312359,2.371430635,2.393258333,2.361296177,2.342586756,2.379226208,2.375328302,2.241243601,2.161728144
Hackney South and Shoreditch,8564,6786,6963,6542,7002,6664,9057,8628,6372,9118,6884,6942,6842,117859,Dame Meg Hillier,Labour (Co-op),7.320611954,7.266309738,7.736362934,7.684606075,5.654213905,5.757727623,5.805242062,5.890089035,5.840877533,5.907907009,5.940997124,5.550700188,5.406460285
Halesowen and Rowley Regis,710,525,561,432,563,513,736,687,419,762,562,543,532,87682,James Morris,Conservative,0.783513129,0.809744298,0.869049549,0.839396894,0.585068762,0.598754585,0.606737971,0.619283319,0.640952528,0.639812052,0.642093003,0.49268949,0.477863193
Halifax,921,654,708,620,706,701,977,910,592,1005,688,689,678,100680,Holly Lynch,Labour,0.903853774,0.914779484,0.998212159,0.970401287,0.696265399,0.649582863,0.673420727,0.684346437,0.683353186,0.703218102,0.701231599,0.61581248,0.588001609
Haltemprice and Howden,736,547,556,484,554,543,772,728,463,805,565,562,565,88551,Mr David Davis,Conservative,0.822125077,0.831159472,0.909080625,0.871814013,0.613205969,0.617723107,0.638050377,0.634662509,0.638050377,0.627886772,0.625628173,0.546577692,0.522862554
Halton,628,459,471,438,466,462,655,664,423,696,464,469,465,95021,Derek Twigg,Labour,0.698792875,0.660906553,0.732469678,0.68932128,0.48620832,0.483051121,0.489365518,0.493575096,0.488313109,0.495679915,0.490417898,0.460950732,0.44516474
Hammersmith,4117,2826,2852,2659,2850,2810,4267,4161,2591,4402,2847,2846,2858,118347,Andy Slaughter,Labour,3.515931845,3.47875309,3.719570398,3.605499029,2.374373674,2.3878932,2.414932251,2.404792786,2.405637741,2.409862518,2.408172607,2.24678278,2.189324617
Hampstead and Kilburn,4961,3500,3583,3366,3554,3476,5108,4991,3253,5238,3549,3531,3544,130126,Tulip Siddiq,Labour,3.835513353,3.812458754,4.025329113,3.925426006,2.671257019,2.689700842,2.72351408,2.713523865,2.727356672,2.753485203,2.731199026,2.586723566,2.499884844
Harborough,1180,842,864,771,861,850,1236,1170,750,1284,861,862,857,100708,Neil O'Brien,Conservative,1.161774635,1.171704292,1.274973154,1.227310658,0.844024301,0.836080551,0.850975096,0.855939925,0.854946971,0.857925892,0.854946971,0.7655797,0.744727314
Harlow,1029,783,798,733,786,752,1098,1038,701,1141,787,809,792,92079,Robert Halfon,Conservative,1.127292871,1.117518663,1.239153385,1.192454338,0.816690028,0.850356758,0.860130966,0.878593385,0.854700863,0.866647124,0.853614807,0.796055555,0.761302769
Harrogate and Knaresborough,1497,1187,1228,1182,1239,1166,1560,1518,1153,1593,1207,1212,1193,101271,Andrew Jones,Conservative,1.498948336,1.47821188,1.573007107,1.540421247,1.151366115,1.172102571,1.178027272,1.196788788,1.191851616,1.212587953,1.223449945,1.167165279,1.138529301
Harrow East,2286,1615,1644,1559,1650,1573,2389,2317,1527,2474,1639,1651,1674,103672,Bob Blackman,Conservative,2.234933138,2.205031157,2.386372328,2.304383039,1.517285228,1.55779767,1.614707947,1.592522621,1.580947638,1.585770488,1.59155798,1.503781199,1.472914577
Harrow West,2957,2075,2065,1875,2057,2070,3115,2910,1816,3196,2048,2090,2130,104211,Gareth Thomas,Labour (Co-op),2.792411566,2.837512255,3.066854715,2.989127874,1.986354589,1.991152525,2.043930054,2.005546331,1.965243578,1.981556654,1.973879933,1.799234271,1.742618322
Hartlepool,567,340,384,352,378,333,572,568,337,586,365,368,350,92014,Jill Mortimer,Conservative,0.617297351,0.61621058,0.636859596,0.621644557,0.361901462,0.369508982,0.380376905,0.39993915,0.396678776,0.417327791,0.410807043,0.382550478,0.366248608
Harwich and North Essex,951,699,693,618,683,683,998,983,608,1029,694,715,721,91197,Sir Bernard Jenkin,Conservative,1.077886343,1.042797446,1.128326535,1.094334245,0.74892813,0.766472578,0.790596187,0.784017026,0.760989964,0.759893417,0.74892813,0.677653849,0.666688621
Hastings and Rye,1228,962,989,936,989,950,1289,1238,922,1317,982,992,990,107957,Sally-Ann Hart,Conservative,1.146752834,1.137489915,1.219930172,1.193993926,0.879979968,0.891095519,0.917031765,0.918884397,0.909621418,0.916105509,0.916105509,0.867011845,0.854043722
Havant,784,590,633,576,623,583,809,791,553,866,618,631,625,91908,Alan Mak,Conservative,0.860643268,0.853026927,0.942246616,0.880228043,0.634329975,0.641946316,0.680027843,0.686556101,0.672411561,0.688732207,0.677851737,0.626713693,0.601688623
Hayes and Harlington,2111,1584,1583,1503,1583,1583,2212,2009,1453,2267,1590,1610,1604,110255,John McDonnell,Labour,1.822139621,1.914652348,2.056142569,2.006258249,1.435762525,1.436669588,1.454809308,1.460251212,1.442111492,1.435762525,1.435762525,1.363203526,1.317854047
Hazel Grove,1656,1593,1502,1501,1539,1576,1772,1716,1382,1759,1578,1589,1625,78764,Mr William Wragg,Conservative,2.178660393,2.102483273,2.233253717,2.24975872,2.000914097,2.022497654,2.063125372,2.0174191,2.003453255,1.906962514,1.953938365,1.905692935,1.75460875
Hemel Hempstead,1732,1287,1292,1149,1276,1262,1793,1737,1100,1855,1278,1289,1297,99104,Sir Mike Penning,Conservative,1.752704263,1.747658968,1.871771097,1.809210539,1.273409724,1.298635721,1.308726192,1.300653815,1.289554358,1.303681016,1.287536383,1.159388065,1.109945059
Hemsworth,533,373,353,339,350,370,547,522,301,570,364,369,385,93680,Jon Trickett,Labour,0.557216048,0.568958163,0.608454287,0.583902657,0.394961566,0.398163974,0.410973519,0.393894106,0.388556778,0.376814693,0.373612285,0.361870199,0.321306586
Hendon,4732,3601,3693,3523,3671,3567,4931,4689,3464,5035,3681,3650,3631,123805,Dr Matthew Offord,Conservative,3.787407637,3.82213974,4.066879272,3.982876301,2.881143808,2.908606291,2.932837963,2.948184729,2.973223925,2.982916594,2.96514678,2.845603943,2.79794836
Henley,1760,1337,1407,1262,1401,1329,1835,1775,1195,1888,1364,1365,1363,97790,John Howell,Conservative,1.815114021,1.799775004,1.930667758,1.87646997,1.359034657,1.367215514,1.393803,1.395848274,1.394825697,1.438797474,1.432661772,1.290520549,1.222006321
Hereford and South Herefordshire,791,627,630,569,635,600,817,786,562,851,631,624,629,97521,Jesse Norman,Conservative,0.805980265,0.811107337,0.872632563,0.837768257,0.615252078,0.642938435,0.644989312,0.63986218,0.647040129,0.64601469,0.651141822,0.583464086,0.576286137
Hertford and Stortford,1864,1239,1311,1224,1317,1248,1936,1868,1209,2041,1300,1289,1279,106808,Julie Marson,Conservative,1.748932719,1.74518764,1.9109056,1.812598348,1.168451786,1.160025477,1.197475791,1.206838489,1.217137337,1.227436185,1.233053684,1.14598155,1.131937623
Hertsmere,2472,1726,1716,1511,1708,1751,2543,2487,1455,2654,1719,1761,1757,100068,Oliver Dowden,Conservative,2.485310078,2.470320225,2.652196407,2.541271925,1.7498101,1.72482717,1.755806088,1.759803295,1.71783185,1.714833856,1.706839323,1.509973168,1.454011321
Hexham,711,521,534,496,524,508,721,715,488,752,530,533,530,76210,Guy Opperman,Conservative,0.938197076,0.932948411,0.986747146,0.946070075,0.666579187,0.683637321,0.695446789,0.699383259,0.695446789,0.700695455,0.687573791,0.650833249,0.640335917
Heywood and Middleton,934,706,700,638,696,692,989,928,597,1019,706,722,713,104045,Chris Clarkson,Conservative,0.891921759,0.897688508,0.979383945,0.950550258,0.665096819,0.678552568,0.685280383,0.693930507,0.678552568,0.672785819,0.668941319,0.613196194,0.573790193
High Peak,855,644,645,577,633,635,883,812,561,921,648,647,646,90864,Robert Largan,Conservative,0.89364326,0.940966725,1.013602734,0.971782029,0.698846638,0.708751559,0.71095264,0.71205318,0.71315372,0.709852099,0.696645558,0.635014951,0.617406249
Hitchin and Harpenden,1767,1297,1312,1169,1309,1314,1850,1768,1141,1898,1299,1305,1310,99615,Bim Afolami,Conservative,1.774833083,1.773829222,1.905335546,1.857150078,1.319078445,1.302012801,1.315063,1.310043693,1.304020524,1.317070723,1.314059138,1.173518062,1.145409822
Holborn and St Pancras,10665,7593,7861,7001,7782,7563,11232,10683,6730,11368,7819,7807,7751,135647,Keir Starmer,Labour,7.875588894,7.862318993,8.380576134,8.280315399,5.575500965,5.597617149,5.714096069,5.755379677,5.764226437,5.795188904,5.736949444,5.16119051,4.961407185
Hornchurch and Upminster,1343,994,982,938,1004,991,1389,1353,912,1463,1012,1010,1004,102925,Julia Lopez,Conservative,1.314549446,1.304833651,1.421423316,1.349526405,0.96283704,0.965751767,0.975467563,0.981297076,0.983240247,0.954092801,0.975467563,0.911343217,0.886082113
Hornsey and Wood Green,3467,2595,2616,2413,2602,2588,3597,3473,2365,3659,2622,2652,2633,125978,Catherine West,Labour,2.756830454,2.752067804,2.904475451,2.855260372,2.054327011,2.059883356,2.090047359,2.10512948,2.081315756,2.076553106,2.065439939,1.915413857,1.877311945
Horsham,1754,1295,1368,1265,1375,1304,1842,1774,1227,1895,1356,1344,1338,103693,Jeremy Quin,Conservative,1.710819483,1.691531777,1.827509999,1.776397586,1.257558346,1.248878956,1.290347457,1.296133757,1.307706356,1.319279075,1.326029778,1.219947338,1.183300734
Houghton and Sunderland South,416,312,318,291,316,320,423,420,289,449,319,320,318,86841,Bridget Phillipson,Labour,0.483642519,0.479036391,0.517036855,0.487097114,0.368489534,0.359277308,0.36618647,0.368489534,0.367338002,0.36618647,0.363883406,0.335095167,0.332792103
Hove,2651,2048,2081,1987,2084,2016,2733,2687,1904,2796,2047,2067,2079,99820,Peter Kyle,Labour,2.691845417,2.655780315,2.801041842,2.737928152,2.019635439,2.051692963,2.08274889,2.070727348,2.050691128,2.08475256,2.087758064,1.990583062,1.907433391
Huddersfield,1018,703,687,574,680,733,1038,967,557,1097,708,725,723,95636,Mr Barry Sheerman,Labour (Co-op),1.011125565,1.064452767,1.147057652,1.085365295,0.766447783,0.735078812,0.755991459,0.758082747,0.740306973,0.718348742,0.711029291,0.600192368,0.582416654
Huntingdon,1391,1041,1053,958,1039,1025,1413,1413,937,1473,1055,1051,1068,112695,Mr Jonathan Djanogly,Conservative,1.253826737,1.234305024,1.307067752,1.253826737,0.909534574,0.923732221,0.947690666,0.932605684,0.936155081,0.934380412,0.921957493,0.850082099,0.831447721
Hyndburn,510,390,393,363,401,391,549,524,355,578,388,392,395,92423,Sara Britcliffe,Conservative,0.566958427,0.551810682,0.625385463,0.594007969,0.423054874,0.421972871,0.427382797,0.424136847,0.419808924,0.425218821,0.433874696,0.392759383,0.384103537
Ilford North,2390,1721,1841,1729,1821,1676,2477,2411,1643,2557,1801,1804,1764,102600,Wes Streeting,Labour,2.34990263,2.329434633,2.492202759,2.414230108,1.633528233,1.677387953,1.719298244,1.758284569,1.755360603,1.794346929,1.774853826,1.685185194,1.601364493
Ilford South,2902,2027,2091,1939,2071,2000,3038,2897,1866,3105,2032,2061,2042,130991,Sam Tarry,Labour,2.211602211,2.215419292,2.370391846,2.319243193,1.526822448,1.547434568,1.558885694,1.573390484,1.55125165,1.596292853,1.581024647,1.480254412,1.42452538
Inverclyde,391,263,292,290,300,263,408,403,268,423,287,279,273,81442,Ronnie Cowan,Scottish National Party,0.494830668,0.480096251,0.51938802,0.500970006,0.322929204,0.322929204,0.33520788,0.342575073,0.352398038,0.358537376,0.368360311,0.356081635,0.329068542
"Inverness, Nairn, Badenoch and Strathspey",719,547,563,515,558,553,750,721,479,799,560,566,569,101908,Drew Hendry,Scottish National Party,0.707500875,0.705538332,0.784040511,0.735957921,0.542646289,0.536758661,0.558346748,0.555402935,0.549515247,0.552459061,0.547552705,0.505357802,0.470031798
Ipswich,1220,912,915,776,913,922,1267,1233,755,1298,901,907,922,109034,Tom Hunt,Conservative,1.130839944,1.118916988,1.190454364,1.162022829,0.845607817,0.836436331,0.845607817,0.831850588,0.826347768,0.839187801,0.837353468,0.711704612,0.692444563
